id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Memory|CD4+ Memory	CD4+ Memory|Enterocytes	CD4+ Memory|Macrophages	CD4+ Memory|Plasma	CD4+ Memory|WNT2B+ Fos-hi	Enterocytes|CD4+ Memory	Enterocytes|Enterocytes	Enterocytes|Macrophages	Enterocytes|Plasma	Enterocytes|WNT2B+ Fos-hi	Macrophages|CD4+ Memory	Macrophages|Enterocytes	Macrophages|Macrophages	Macrophages|Plasma	Macrophages|WNT2B+ Fos-hi	Plasma|CD4+ Memory	Plasma|Enterocytes	Plasma|Macrophages	Plasma|Plasma	Plasma|WNT2B+ Fos-hi	WNT2B+ Fos-hi|CD4+ Memory	WNT2B+ Fos-hi|Enterocytes	WNT2B+ Fos-hi|Macrophages	WNT2B+ Fos-hi|Plasma	WNT2B+ Fos-hi|WNT2B+ Fos-hi
CPI-SC05B2AA866	COL12A1_a11b1 complex	simple:Q99715	complex:a11b1 complex	COL12A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.079
CPI-SC0247375A7	COL17A1_a11b1 complex	simple:Q9UMD9	complex:a11b1 complex	COL17A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0	0.0	0.0
CPI-SC0F73E9099	COL1A1_a1b1 complex	simple:P02452	complex:a1b1 complex	COL1A1		True	False	False	curated	True	0.002	0.029	0.0	0.002	0.058	0.006	0.033	0.0	0.006	0.062	0.006	0.033	0.0	0.006	0.063	0.012	0.039	0.0	0.013	0.069	2.554	2.581	0.0	2.554	2.611
CPI-SC016235D3A	COL2A1_a1b1 complex	simple:P02458	complex:a1b1 complex	COL2A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.017	0.044	0.0	0.017	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0BC63F8C0	COL3A1_a1b1 complex	simple:P02461	complex:a1b1 complex	COL3A1		True	False	False	curated	True	0.002	0.029	0.0	0.002	0.058	0.0	0.0	0.0	0.0	0.0	0.007	0.034	0.0	0.008	0.064	0.018	0.044	0.0	0.018	0.074	5.18	5.207	0.0	5.181	5.237
CPI-SC0672FBD31	COL4A1_a1b1 complex	simple:P02462	complex:a1b1 complex	COL4A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.031	0.0	0.004	0.06	0.149	0.176	0.0	0.149	0.205
CPI-SC0545E2502	COL5A2_a1b1 complex	simple:P05997	complex:a1b1 complex	COL5A2		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.017	0.044	0.0	0.017	0.073	0.0	0.0	0.0	0.0	0.0	0.003	0.03	0.0	0.004	0.06	0.207	0.234	0.0	0.207	0.263
CPI-SC006E22794	COL1A2_a1b1 complex	simple:P08123	complex:a1b1 complex	COL1A2		True	False	False	curated	True	0.002	0.029	0.0	0.002	0.058	0.0	0.0	0.0	0.0	0.0	0.006	0.033	0.0	0.006	0.063	0.03	0.057	0.0	0.03	0.086	3.733	3.76	0.0	3.733	3.789
CPI-SC0458F68A5	COL4A2_a1b1 complex	simple:P08572	complex:a1b1 complex	COL4A2		True	False	False	curated	True	0.002	0.029	0.0	0.002	0.058	0.032	0.059	0.0	0.032	0.088	0.0	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.005	0.061	0.307	0.334	0.0	0.307	0.363
CPI-SC09FDA4F45	COL6A1_a1b1 complex	simple:P12109	complex:a1b1 complex	COL6A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.004	0.031	0.0	0.004	0.06	0.02	0.047	0.0	0.02	0.077	0.012	0.039	0.0	0.012	0.069	1.149	1.176	0.0	1.149	1.205
CPI-SC0F4BC2909	COL6A2_a1b1 complex	simple:P12110	complex:a1b1 complex	COL6A2		True	False	False	curated	True	0.003	0.03	0.0	0.004	0.06	0.0	0.0	0.0	0.0	0.0	0.019	0.046	0.0	0.019	0.075	0.011	0.038	0.0	0.011	0.067	2.291	2.318	0.0	2.291	2.347
CPI-SC02AE206BE	COL6A3_a1b1 complex	simple:P12111	complex:a1b1 complex	COL6A3		True	False	False	curated	True	0.002	0.029	0.0	0.003	0.059	0.006	0.033	0.0	0.006	0.062	0.0	0.0	0.0	0.0	0.0	0.004	0.031	0.0	0.004	0.06	0.517	0.544	0.0	0.517	0.574
CPI-SC0A8E69BC5	COL11A2_a1b1 complex	simple:P13942	complex:a1b1 complex	COL11A2		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.004	0.031	0.0	0.004	0.06	0.0	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.005	0.061	0.007	0.034	0.0	0.007	0.063
CPI-SC05992FDC8	COL5A1_a1b1 complex	simple:P20908	complex:a1b1 complex	COL5A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.031	0.0	0.004	0.06	0.354	0.381	0.0	0.354	0.411
CPI-SC069F95780	COL8A2_a1b1 complex	simple:P25067	complex:a1b1 complex	COL8A2		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.034	0.0	0.007	0.063
CPI-SC0DAD29856	COL5A3_a1b1 complex	simple:P25940	complex:a1b1 complex	COL5A3		True	False	False	curated	True	0.003	0.03	0.0	0.004	0.06	0.008	0.035	0.0	0.008	0.064	0.0	0.0	0.0	0.0	0.0	0.002	0.029	0.0	0.002	0.058	0.012	0.039	0.0	0.012	0.068
CPI-SC02F06FF62	COL8A1_a1b1 complex	simple:P27658	complex:a1b1 complex	COL8A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.029	0.0	0.002	0.058	0.0	0.0	0.0	0.0	0.0
CPI-SC0EC572716	COL4A5_a1b1 complex	simple:P29400	complex:a1b1 complex	COL4A5		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.029	0.0	0.002	0.058	0.0	0.0	0.0	0.0	0.0
CPI-SC0F8D27FBC	COL15A1_a1b1 complex	simple:P39059	complex:a1b1 complex	COL15A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.031	0.0	0.004	0.06	0.07	0.097	0.0	0.07	0.126
CPI-SC0EA3FC100	COL18A1_a1b1 complex	simple:P39060	complex:a1b1 complex	COL18A1		True	False	False	curated	True	0.014	0.041	0.0	0.014	0.07	0.0	0.0	0.0	0.0	0.0	0.01	0.037	0.0	0.01	0.066	0.008	0.035	0.0	0.008	0.065	0.165	0.192	0.0	0.165	0.221
CPI-SC091173D82	COL4A4_a1b1 complex	simple:P53420	complex:a1b1 complex	COL4A4		True	False	False	curated	True	0.002	0.029	0.0	0.002	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.038	0.0	0.011	0.068	0.0	0.0	0.0	0.0	0.0
CPI-SC07FB88720	COL4A3_a1b1 complex	simple:Q01955	complex:a1b1 complex	COL4A3		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.032	0.0	0.006	0.062	0.0	0.0	0.0	0.0	0.0
CPI-SC035953E6B	COL7A1_a1b1 complex	simple:Q02388	complex:a1b1 complex	COL7A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.029	0.0	0.003	0.059	0.023	0.049	0.0	0.023	0.079
CPI-SC0BD4C290F	COL14A1_a1b1 complex	simple:Q05707	complex:a1b1 complex	COL14A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.029	0.0	0.002	0.058	0.254	0.281	0.0	0.254	0.311
CPI-SC053BBE2B1	COL16A1_a1b1 complex	simple:Q07092	complex:a1b1 complex	COL16A1		True	False	False	curated	True	0.002	0.029	0.0	0.002	0.058	0.04	0.067	0.0	0.04	0.096	0.0	0.0	0.0	0.0	0.0	0.002	0.029	0.0	0.002	0.059	0.07	0.097	0.0	0.07	0.126
CPI-SC0DA5EFA18	COL4A6_a1b1 complex	simple:Q14031	complex:a1b1 complex	COL4A6		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.03	0.0	0.003	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F778DC8E	COL9A3_a1b1 complex	simple:Q14050	complex:a1b1 complex	COL9A3		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.004	0.031	0.0	0.004	0.06	0.007	0.034	0.0	0.008	0.064	0.061	0.088	0.0	0.061	0.117	0.0	0.0	0.0	0.0	0.0
CPI-SC0F590482E	COL9A2_a1b1 complex	simple:Q14055	complex:a1b1 complex	COL9A2		True	False	False	curated	True	0.003	0.03	0.0	0.004	0.06	0.035	0.062	0.0	0.036	0.092	0.005	0.032	0.0	0.005	0.061	0.01	0.037	0.0	0.01	0.067	0.0	0.0	0.0	0.0	0.0
CPI-SC0BA41B0D3	COL19A1_a1b1 complex	simple:Q14993	complex:a1b1 complex	COL19A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.029	0.0	0.003	0.059	0.0	0.0	0.0	0.0	0.0
CPI-SC090DB3159	COL24A1_a1b1 complex	simple:Q17RW2	complex:a1b1 complex	COL24A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.036	0.0	0.009	0.066	0.0	0.0	0.0	0.0	0.0
CPI-SC0FF018913	COL28A1_a1b1 complex	simple:Q2UY09	complex:a1b1 complex	COL28A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.008	0.035	0.0	0.008	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC08BF895FC	COL13A1_a1b1 complex	simple:Q5TAT6	complex:a1b1 complex	COL13A1		False	False	False	curated	True	0.002	0.029	0.0	0.002	0.058	0.003	0.029	0.0	0.003	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123	0.149	0.0	0.123	0.179
CPI-SC0D7F33CFB	COL27A1_a1b1 complex	simple:Q8IZC6	complex:a1b1 complex	COL27A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.004	0.031	0.0	0.004	0.06	0.0	0.0	0.0	0.0	0.0	0.003	0.03	0.0	0.003	0.059	0.038	0.065	0.0	0.039	0.095
CPI-SC040B3EFBC	COL22A1_a1b1 complex	simple:Q8NFW1	complex:a1b1 complex	COL22A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.006	0.033	0.0	0.006	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC004A436C5	COL12A1_a1b1 complex	simple:Q99715	complex:a1b1 complex	COL12A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.03	0.0	0.003	0.059	0.002	0.029	0.0	0.002	0.059	0.065	0.092	0.0	0.065	0.121
CPI-SC08AA91C84	COL17A1_a1b1 complex	simple:Q9UMD9	complex:a1b1 complex	COL17A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.85	0.877	0.0	0.85	0.906	0.0	0.0	0.0	0.0	0.0	0.004	0.031	0.0	0.004	0.06	0.0	0.0	0.0	0.0	0.0
CPI-SC0EAF80261	SEMA7A_a1b1 complex	simple:O75326	complex:a1b1 complex	SEMA7A		False	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.032	0.059	0.0	0.032	0.088	0.003	0.03	0.0	0.003	0.059	0.009	0.036	0.0	0.009	0.065	0.0	0.0	0.0	0.0	0.0
CPI-SC01EA4FF6B	COL1A1_a2b1 complex	simple:P02452	complex:a2b1 complex	COL1A1		True	False	False	curated	True	0.0	0.505	0.0	0.001	0.022	0.0	0.509	0.0	0.005	0.025	0.0	0.509	0.0	0.005	0.026	0.0	0.515	0.0	0.011	0.032	0.0	3.057	0.0	2.553	2.574
CPI-SC036D78A43	COL2A1_a2b1 complex	simple:P02458	complex:a2b1 complex	COL2A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.015	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC054484F7B	COL3A1_a2b1 complex	simple:P02461	complex:a2b1 complex	COL3A1		True	False	False	curated	True	0.0	0.505	0.0	0.001	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.006	0.027	0.0	0.52	0.0	0.016	0.037	0.0	5.683	0.0	5.179	5.2
CPI-SC02392F4AF	COL4A1_a2b1 complex	simple:P02462	complex:a2b1 complex	COL4A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.0	0.003	0.023	0.0	0.652	0.0	0.148	0.168
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	FN1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.555	0.0	0.05	0.071	0.0	0.506	0.0	0.001	0.022	0.0	0.509	0.0	0.005	0.026	0.0	1.031	0.0	0.526	0.547
CPI-SC0CA7B34A5	COL5A2_a2b1 complex	simple:P05997	complex:a2b1 complex	COL5A2		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.015	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.506	0.0	0.002	0.023	0.0	0.71	0.0	0.205	0.226
CPI-SC05CCF815E	COL1A2_a2b1 complex	simple:P08123	complex:a2b1 complex	COL1A2		True	False	False	curated	True	0.0	0.505	0.0	0.001	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.509	0.0	0.005	0.026	0.0	0.533	0.0	0.028	0.049	0.0	4.236	0.0	3.732	3.753
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	COL4A2		True	False	False	curated	True	0.0	0.505	0.0	0.001	0.022	0.0	0.535	0.0	0.031	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.508	0.0	0.004	0.025	0.0	0.81	0.0	0.305	0.326
CPI-SC08D8A859F	COL6A1_a2b1 complex	simple:P12109	complex:a2b1 complex	COL6A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.0	0.002	0.023	0.0	0.523	0.0	0.019	0.04	0.0	0.515	0.0	0.011	0.032	0.0	1.652	0.0	1.148	1.168
CPI-SC0814068D9	COL6A2_a2b1 complex	simple:P12110	complex:a2b1 complex	COL6A2		True	False	False	curated	True	0.0	0.506	0.0	0.002	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.522	0.0	0.018	0.039	0.0	0.514	0.0	0.01	0.03	0.0	2.794	0.0	2.29	2.311
CPI-SC0D870AE49	COL6A3_a2b1 complex	simple:P12111	complex:a2b1 complex	COL6A3		True	False	False	curated	True	0.0	0.505	0.0	0.001	0.022	0.0	0.509	0.0	0.005	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.0	0.003	0.024	0.0	1.02	0.0	0.516	0.537
CPI-SC0E4E54E13	COL11A2_a2b1 complex	simple:P13942	complex:a2b1 complex	COL11A2		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.0	0.002	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.508	0.0	0.003	0.024	0.0	0.51	0.0	0.005	0.026
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	COL5A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.0	0.002	0.023	0.0	0.857	0.0	0.353	0.374
CPI-SC04B354AE3	COL8A2_a2b1 complex	simple:P25067	complex:a2b1 complex	COL8A2		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.005	0.026
CPI-SC0FC645961	COL5A3_a2b1 complex	simple:P25940	complex:a2b1 complex	COL5A3		True	False	False	curated	True	0.0	0.506	0.0	0.002	0.023	0.0	0.511	0.0	0.007	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.505	0.0	0.001	0.021	0.0	0.515	0.0	0.011	0.032
CPI-SC058845C44	COL8A1_a2b1 complex	simple:P27658	complex:a2b1 complex	COL8A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0
CPI-SC09C0B5D08	COL4A5_a2b1 complex	simple:P29400	complex:a2b1 complex	COL4A5		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505	0.0	0.001	0.021	0.0	0.0	0.0	0.0	0.0
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	COL15A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.0	0.002	0.023	0.0	0.573	0.0	0.069	0.089
CPI-SC04B0064C4	COL18A1_a2b1 complex	simple:P39060	complex:a2b1 complex	COL18A1		True	False	False	curated	True	0.0	0.517	0.0	0.013	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.513	0.0	0.008	0.029	0.0	0.511	0.0	0.007	0.028	0.0	0.668	0.0	0.163	0.184
CPI-SC03DD752AB	COL4A4_a2b1 complex	simple:P53420	complex:a2b1 complex	COL4A4		True	False	False	curated	True	0.0	0.505	0.0	0.001	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.514	0.0	0.01	0.031	0.0	0.0	0.0	0.0	0.0
CPI-SC052A417CB	COL4A3_a2b1 complex	simple:Q01955	complex:a2b1 complex	COL4A3		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.508	0.0	0.004	0.025	0.0	0.0	0.0	0.0	0.0
CPI-SC08A98E7D4	COL7A1_a2b1 complex	simple:Q02388	complex:a2b1 complex	COL7A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505	0.0	0.001	0.022	0.0	0.525	0.0	0.021	0.042
CPI-SC0E0C50FCA	COL14A1_a2b1 complex	simple:Q05707	complex:a2b1 complex	COL14A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505	0.0	0.001	0.022	0.0	0.757	0.0	0.253	0.274
CPI-SC01E9FAC20	COL16A1_a2b1 complex	simple:Q07092	complex:a2b1 complex	COL16A1		True	False	False	curated	True	0.0	0.505	0.0	0.001	0.022	0.0	0.543	0.0	0.038	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.505	0.0	0.001	0.022	0.0	0.573	0.0	0.069	0.089
CPI-SC061137A41	COL4A6_a2b1 complex	simple:Q14031	complex:a2b1 complex	COL4A6		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.506	0.0	0.001	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC01F1F24AA	COL9A3_a2b1 complex	simple:Q14050	complex:a2b1 complex	COL9A3		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.0	0.002	0.023	0.0	0.51	0.0	0.006	0.027	0.0	0.563	0.0	0.059	0.08	0.0	0.0	0.0	0.0	0.0
CPI-SC08226CD3B	COL9A2_a2b1 complex	simple:Q14055	complex:a2b1 complex	COL9A2		True	False	False	curated	True	0.0	0.506	0.0	0.002	0.023	0.0	0.538	0.0	0.034	0.055	0.0	0.508	0.0	0.004	0.025	0.0	0.513	0.0	0.009	0.03	0.0	0.0	0.0	0.0	0.0
CPI-SC0ADD7BEF0	COL19A1_a2b1 complex	simple:Q14993	complex:a2b1 complex	COL19A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.505	0.0	0.001	0.022	0.0	0.0	0.0	0.0	0.0
CPI-SC0EB600CAC	COL24A1_a2b1 complex	simple:Q17RW2	complex:a2b1 complex	COL24A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.512	0.0	0.008	0.029	0.0	0.0	0.0	0.0	0.0
CPI-SC083EDDA21	COL28A1_a2b1 complex	simple:Q2UY09	complex:a2b1 complex	COL28A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.511	0.0	0.007	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0CCF30377	COL13A1_a2b1 complex	simple:Q5TAT6	complex:a2b1 complex	COL13A1		False	False	False	curated	True	0.0	0.505	0.0	0.001	0.022	0.0	0.505	0.0	0.001	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.625	0.0	0.121	0.142
CPI-SC0CE6F5084	COL27A1_a2b1 complex	simple:Q8IZC6	complex:a2b1 complex	COL27A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.0	0.002	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.506	0.0	0.001	0.022	0.0	0.541	0.0	0.037	0.058
CPI-SC09DE07794	COL22A1_a2b1 complex	simple:Q8NFW1	complex:a2b1 complex	COL22A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.509	0.0	0.005	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F300DE24	COL12A1_a2b1 complex	simple:Q99715	complex:a2b1 complex	COL12A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.506	0.0	0.001	0.022	0.0	0.505	0.0	0.001	0.022	0.0	0.568	0.0	0.063	0.084
CPI-SC06873D10F	COL17A1_a2b1 complex	simple:Q9UMD9	complex:a2b1 complex	COL17A1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	1.353	0.0	0.848	0.869	0.0	0.0	0.0	0.0	0.0	0.0	0.507	0.0	0.003	0.023	0.0	0.0	0.0	0.0	0.0
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	LAMC1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.527	0.0	0.023	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.015	0.036	0.0	0.657	0.0	0.153	0.174
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	CDH1		False	False	False	curated	True	0.0	0.505	0.0	0.001	0.022	0.0	2.241	0.0	1.737	1.758	0.0	0.506	0.0	0.001	0.022	0.0	0.508	0.0	0.004	0.025	0.0	0.0	0.0	0.0	0.0
CPI-SC08B6B74FB	FN1_a2Bb3 complex	simple:P02751	complex:a2Bb3 complex	FN1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0200AC9E3	THBS1_a2Bb3 complex	simple:P07996	complex:a2Bb3 complex	THBS1		False	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0974B60B7	CD40LG_a2Bb3 complex	simple:P29965	complex:a2Bb3 complex	CD40LG		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC090855C8E	FN1_aVb3 complex	simple:P02751	complex:aVb3 complex	FN1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.055	0.0	0.0	0.0	0.002	0.006	0.0	0.0	0.0	0.005	0.01	0.0	0.0	0.0	0.527	0.532
CPI-SC0B9199C7F	LAMC1_aVb3 complex	simple:P11047	complex:aVb3 complex	LAMC1		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.02	0.0	0.0	0.0	0.153	0.158
CPI-SC0755598EE	THBS1_aVb3 complex	simple:P07996	complex:aVb3 complex	THBS1		False	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.148	0.0	0.0	0.0	0.024	0.029	0.0	0.0	0.0	0.004	0.009	0.0	0.0	0.0	0.206	0.211
CPI-SC044E3F9B6	FGF2_aVb3 complex	simple:P09038	complex:aVb3 complex	FGF2		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.005	0.0	0.0	0.0	0.006	0.011
CPI-SC0988E0218	SPP1_aVb3 complex	simple:P10451	complex:aVb3 complex	SPP1		True	False	False	curated	True	0.0	0.0	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.064	0.069	0.0	0.0	0.0	0.003	0.008	0.0	0.0	0.0	0.0	0.0
CPI-SC00756BB93	THY1_aVb3 complex	simple:P04216	complex:aVb3 complex	THY1		False	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.008	0.0	0.0	0.0	0.003	0.008	0.0	0.0	0.0	0.953	0.958
